"numero","estado","numero_cuenta","comprobante_nro","Monto Total","Tasa administrativa","Tasa infraccion","medio_pago","tipo","juzgado","created_at","fecha_pago","fecha_acreditacion"
V-316191        ,Cancelada,CAUSAF00000001308769,3.733.234,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-02 20:12:02,2026-04-08 21:00:00,2026-04-08 21:00:00
V-316194        ,Cancelada,CAUSAF00000001308772,3.637.340,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-03-02 20:12:03,2026-02-19 21:00:00,2026-02-23 21:00:00
V-316225        ,Cancelada,CAUSAF00000001308809,3.586.023,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-02 20:12:22,2026-01-11 21:00:00,2026-01-11 21:00:00
V-316247        ,Cancelada,CAUSAF00000001308881,3.729.460,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-02 20:13:12,2026-03-31 21:00:00,2026-03-31 21:00:00
V-316343        ,Cancelada,CAUSAF00000001309024,3.634.976,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-02 20:14:20,2026-02-17 21:00:00,2026-02-17 21:00:00
V-316406        ,Cancelada,CAUSAF00000001309154,3.749.726,297.672,15.505,282.167,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-02 20:15:23,2026-05-03 21:00:00,2026-05-04 21:00:00
V-316407        ,Cancelada,CAUSAF00000001309155,3.631.598,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-02 20:15:23,2026-02-11 21:00:00,2026-02-12 21:00:00
V-316417        ,Cancelada,CAUSAF00000001309165,3.592.548,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 5,2024-03-02 20:15:27,2026-01-13 21:00:00,2026-01-19 21:00:00
V-316424        ,Cancelada,CAUSAF00000001309172,3.621.872,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-02 20:15:30,2026-02-02 21:00:00,2026-02-02 21:00:00
V-316432        ,Cancelada,CAUSAF00000001309180,3.643.075,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-02 20:15:34,2026-02-26 21:00:00,2026-02-26 21:00:00
V-316443        ,Cancelada,CAUSAF00000001309191,3.665.057,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-02 20:15:39,2026-03-19 21:00:00,2026-03-19 21:00:00
V-316469        ,Cancelada,CAUSAF00000001309217,56.050.734,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 5,2024-03-02 20:16:01,2026-02-26 21:00:00,2026-03-12 21:00:00
V-316556        ,Cancelada,CAUSAF00000001309304,3.586.046,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-03-02 20:16:40,2026-01-04 21:00:00,2026-01-06 21:00:00
V-316563        ,Cancelada,CAUSAF00000001309311,3.597.723,238.524,12.649,225.875,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-02 20:16:43,2026-01-20 21:00:00,2026-01-20 21:00:00
V-316696        ,Cancelada,CAUSAF00000001309594,3.734.134,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-03 20:13:56,2026-04-09 21:00:00,2026-04-09 21:00:00
V-316721        ,Cancelada,CAUSAF00000001309619,3.749.957,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-03 20:14:41,2026-04-23 21:00:00,2026-04-23 21:00:00
V-316758        ,Cancelada,CAUSAF00000001309656,3.623.982,283.699,12.649,271.050,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-03 20:14:56,2026-02-03 21:00:00,2026-02-04 21:00:00
V-316927        ,Cancelada,CAUSAF00000001309865,3.747.127,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-04 20:12:51,2026-04-23 21:00:00,2026-04-23 21:00:00
V-316931        ,Cancelada,CAUSAF00000001309869,3.624.223,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-04 20:12:52,2026-02-04 21:00:00,2026-02-04 21:00:00
V-316937        ,Cancelada,CAUSAF00000001309875,3.643.309,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-04 20:12:56,2026-02-26 21:00:00,2026-02-26 21:00:00
V-316986        ,Cancelada,CAUSAF00000001309924,3.666.464,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-04 20:13:25,2026-03-25 21:00:00,2026-03-26 21:00:00
V-317041        ,Cancelada,CAUSAF00000001309979,3.754.114,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-04 20:13:47,2026-05-04 21:00:00,2026-05-04 21:00:00
V-317072        ,Cancelada,CAUSAF00000001310010,3.620.965,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-04 20:13:59,2026-02-03 21:00:00,2026-02-03 21:00:00
V-317340        ,Cancelada,CAUSAF00000001310278,3.615.779,148.174,12.649,135.525,PAGO FÁCIL,VELOCIDAD,Juzgado 2,2024-03-04 20:19:24,2026-01-27 21:00:00,2026-02-02 21:00:00
V-317348        ,Cancelada,CAUSAF00000001310286,55.891.203,283.699,12.649,271.050,SUGIT,VELOCIDAD,Juzgado 3,2024-03-04 20:19:32,2026-01-12 21:00:00,2026-02-08 21:00:00
V-317385        ,Cancelada,CAUSAF00000001310323,3.623.468,283.699,12.649,271.050,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-04 20:20:08,2026-02-03 21:00:00,2026-02-04 21:00:00
V-317482        ,Cancelada,CAUSAF00000001310470,3.586.409,140.302,11.977,128.325,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-05 20:06:55,2026-01-04 21:00:00,2026-01-04 21:00:00
V-317488        ,Cancelada,CAUSAF00000001310476,55.996.305,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 1,2024-03-05 20:06:56,2026-02-04 21:00:00,2026-03-12 21:00:00
V-317502        ,Cancelada,CAUSAF00000001310490,3.662.728,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-05 20:07:00,2026-03-18 21:00:00,2026-03-18 21:00:00
V-317537        ,Cancelada,CAUSAF00000001310525,3.665.239,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-05 20:07:09,2026-03-19 21:00:00,2026-03-24 21:00:00
V-317551        ,Cancelada,CAUSAF00000001310539,3.653.775,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-05 20:07:12,2026-03-09 21:00:00,2026-03-10 21:00:00
V-317803        ,Cancelada,CAUSAF00000001310800,3.589.582,140.302,11.977,128.325,BAPRO,VELOCIDAD,Juzgado 1,2024-03-06 20:06:26,2026-01-15 21:00:00,2026-01-21 21:00:00
V-317856        ,Cancelada,CAUSAF00000001310853,3.593.887,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 3,2024-03-06 20:06:39,2026-01-14 21:00:00,2026-01-20 21:00:00
V-317886        ,Cancelada,CAUSAF00000001310883,3.675.875,297.672,13.272,284.400,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-06 20:06:46,2026-03-26 21:00:00,2026-03-29 21:00:00
V-317908        ,Cancelada,CAUSAF00000001310905,3.747.482,193.110,8610,184.500,BAPRO,VELOCIDAD,Juzgado 2,2024-03-06 20:06:51,2026-04-21 21:00:00,2026-04-27 21:00:00
V-317916        ,Cancelada,CAUSAF00000001310913,3.586.950,109.552,9352,100.200,RAPIPAGO,VELOCIDAD,Juzgado 2,2024-03-06 20:06:53,2026-03-30 21:00:00,2026-04-08 21:00:00
V-317952        ,Cancelada,CAUSAF00000001310949,3.655.586,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-06 20:07:06,2026-03-10 21:00:00,2026-03-10 21:00:00
V-317975        ,Cancelada,CAUSAF00000001310972,3.770.293,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-06 20:07:10,2026-05-11 21:00:00,2026-05-11 21:00:00
V-317984        ,Cancelada,CAUSAF00000001310981,3.596.076,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 2,2024-03-06 20:07:12,2026-01-18 21:00:00,2026-01-22 21:00:00
V-317986        ,Cancelada,CAUSAF00000001310983,3.749.916,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-03-06 20:07:13,2026-04-28 21:00:00,2026-04-29 21:00:00
V-318006        ,Cancelada,CAUSAF00000001311003,3.767.856,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-06 20:07:17,2026-05-07 21:00:00,2026-05-07 21:00:00
V-318076        ,Cancelada,CAUSAF00000001311073,3.754.013,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-06 20:07:34,2026-04-28 21:00:00,2026-04-29 21:00:00
V-318100        ,Cancelada,CAUSAF00000001311097,3.589.272,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-06 20:07:39,2026-01-08 21:00:00,2026-01-08 21:00:00
V-318148        ,Cancelada,CAUSAF00000001311145,3.753.252,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-03-06 20:07:50,2026-04-27 21:00:00,2026-04-27 21:00:00
V-318150        ,Cancelada,CAUSAF00000001311147,3.749.862,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-06 20:07:51,2026-04-23 21:00:00,2026-04-23 21:00:00
V-318276        ,Cancelada,CAUSAF00000001311300,3.770.706,181.630,15.505,166.125,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-07 20:06:26,2026-05-11 21:00:00,2026-05-12 21:00:00
V-318288        ,Cancelada,CAUSAF00000001311312,3.736.432,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-07 20:06:28,2026-04-14 21:00:00,2026-04-14 21:00:00
V-318339        ,Cancelada,CAUSAF00000001311363,3.618.468,140.302,12.649,127.653,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-07 20:06:43,2026-01-28 21:00:00,2026-01-29 21:00:00
V-318340        ,Cancelada,CAUSAF00000001311364,3.587.893,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-03-07 20:06:44,2026-01-06 21:00:00,2026-01-07 21:00:00
V-318436        ,Cancelada,CAUSAF00000001311450,3.586.208,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-08 20:06:46,2026-01-04 21:00:00,2026-01-06 21:00:00
V-318506        ,Cancelada,CAUSAF00000001311520,3.586.949,109.552,9352,100.200,RAPIPAGO,VELOCIDAD,Juzgado 2,2024-03-08 20:07:05,2026-03-30 21:00:00,2026-04-08 21:00:00
V-318508        ,Cancelada,CAUSAF00000001311522,3.654.311,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-03-08 20:07:06,2026-03-10 21:00:00,2026-03-11 21:00:00
V-318521        ,Cancelada,CAUSAF00000001311535,3.597.810,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-08 20:07:09,2026-01-20 21:00:00,2026-01-20 21:00:00
V-318573        ,Cancelada,CAUSAF00000001311587,3.637.659,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-08 20:07:21,2026-02-20 21:00:00,2026-02-23 21:00:00
V-318580        ,Cancelada,CAUSAF00000001311594,3.733.506,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-08 20:07:23,2026-04-08 21:00:00,2026-04-08 21:00:00
V-318639        ,Cancelada,CAUSAF00000001311648,3.590.904,554.749,12.649,542.100,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-09 20:06:57,2026-01-11 21:00:00,2026-01-11 21:00:00
V-318648        ,Cancelada,CAUSAF00000001311657,3.665.219,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 1,2024-03-09 20:07:00,2026-03-19 21:00:00,2026-03-29 21:00:00
V-318681        ,Cancelada,CAUSAF00000001311690,3.655.587,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-09 20:07:18,2026-03-10 21:00:00,2026-03-10 21:00:00
V-318818        ,Cancelada,CAUSAF00000001311835,3.582.395,140.302,11.977,128.325,PAGO FÁCIL,VELOCIDAD,Juzgado 2,2024-03-11 08:11:56,2026-01-13 21:00:00,2026-01-19 21:00:00
V-318837        ,Cancelada,CAUSAF00000001311854,3.629.799,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-11 08:12:03,2026-02-10 21:00:00,2026-02-10 21:00:00
V-318874        ,Cancelada,CAUSAF00000001311925,3.629.798,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-11 20:06:49,2026-02-10 21:00:00,2026-02-10 21:00:00
V-318880        ,Cancelada,CAUSAF00000001311931,3.769.218,181.630,15.505,166.125,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-11 20:06:50,2026-05-10 21:00:00,2026-05-10 21:00:00
V-318911        ,Cancelada,CAUSAF00000001311962,3.585.742,140.302,12.649,127.653,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-03-11 20:07:01,2026-01-02 21:00:00,2026-01-04 21:00:00
V-318973        ,Cancelada,CAUSAF00000001312024,3.615.780,148.174,12.649,135.525,PAGO FÁCIL,VELOCIDAD,Juzgado 2,2024-03-11 20:07:31,2026-01-27 21:00:00,2026-02-02 21:00:00
V-319009        ,Cancelada,CAUSAF00000001312040,3.652.045,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-12 20:06:32,2026-03-08 21:00:00,2026-03-08 21:00:00
V-319085        ,Cancelada,CAUSAF00000001312116,3.628.498,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-12 20:06:51,2026-02-09 21:00:00,2026-02-09 21:00:00
V-319087        ,Cancelada,CAUSAF00000001312118,3.751.336,250.272,13.272,237.000,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-12 20:06:51,2026-04-26 21:00:00,2026-04-26 21:00:00
V-319139        ,Cancelada,CAUSAF00000001312170,55.970.954,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 3,2024-03-12 20:07:21,2026-02-01 21:00:00,2026-03-12 21:00:00
V-319167        ,Cancelada,CAUSAF00000001312198,3.664.017,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-12 20:07:40,2026-03-18 21:00:00,2026-03-18 21:00:00
V-319218        ,Cancelada,CAUSAF00000001312249,3.621.939,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-12 20:08:13,2026-02-02 21:00:00,2026-02-02 21:00:00
V-319343        ,Cancelada,CAUSAF00000001312368,3.628.940,109.552,9352,100.200,PAGO FÁCIL,VELOCIDAD,Juzgado 4,2024-03-13 20:06:14,2026-02-09 21:00:00,2026-02-22 21:00:00
V-319389        ,Cancelada,CAUSAF00000001312414,3.614.179,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-13 20:06:24,2026-01-25 21:00:00,2026-01-26 21:00:00
V-319498        ,Cancelada,CAUSAF00000001312523,3.656.703,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-03-13 20:06:55,2026-03-11 21:00:00,2026-03-11 21:00:00
V-319636        ,Cancelada,CAUSAF00000001312648,3.623.675,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 2,2024-03-14 20:05:49,2026-02-12 21:00:00,2026-02-23 21:00:00
V-319688        ,Cancelada,CAUSAF00000001312700,3.651.919,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-14 20:06:01,2026-03-08 21:00:00,2026-03-08 21:00:00
V-319709        ,Cancelada,CAUSAF00000001312721,3.761.202,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-14 20:06:07,2026-04-30 21:00:00,2026-05-03 21:00:00
V-319763        ,Cancelada,CAUSAF00000001312775,3.734.965,109.552,9352,100.200,BANCO PROVINCIA,VELOCIDAD,Juzgado 1,2024-03-14 20:06:19,2026-04-15 21:00:00,2026-04-19 21:00:00
V-319782        ,Cancelada,CAUSAF00000001312794,3.660.657,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 3,2024-03-14 20:06:24,2026-03-15 21:00:00,2026-03-19 21:00:00
V-319827        ,Cancelada,CAUSAF00000001312839,3.732.635,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-14 20:06:38,2026-04-08 21:00:00,2026-04-08 21:00:00
V-319859        ,Cancelada,CAUSAF00000001312871,3.661.550,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-14 20:06:45,2026-03-17 21:00:00,2026-03-17 21:00:00
V-319868        ,Cancelada,CAUSAF00000001312880,3.596.550,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-03-14 20:06:47,2026-01-18 21:00:00,2026-01-19 21:00:00
V-319923        ,Cancelada,CAUSAF00000001312967,3.732.466,155.472,13.272,142.200,RAPIPAGO,VELOCIDAD,Juzgado 5,2024-03-15 20:06:13,2026-04-08 21:00:00,2026-04-15 21:00:00
V-319979        ,Cancelada,CAUSAF00000001313023,3.614.423,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-15 20:06:33,2026-01-25 21:00:00,2026-01-25 21:00:00
V-320020        ,Cancelada,CAUSAF00000001313064,3.737.915,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-15 20:06:49,2026-05-06 21:00:00,2026-05-06 21:00:00
V-320098        ,Cancelada,CAUSAF00000001313142,3.745.171,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-16 20:05:46,2026-04-19 21:00:00,2026-04-20 21:00:00
V-320130        ,Cancelada,CAUSAF00000001313174,3.592.489,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-16 20:05:54,2026-01-13 21:00:00,2026-01-13 21:00:00
V-320140        ,Cancelada,CAUSAF00000001313184,55.595.253,209.752,12.649,197.103,SUGIT,VELOCIDAD,Juzgado 4,2024-03-16 20:05:57,2026-01-14 21:00:00,2026-02-08 21:00:00
V-320244        ,Cancelada,CAUSAF00000001313303,3.623.674,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 2,2024-03-18 20:06:56,2026-02-12 21:00:00,2026-02-23 21:00:00
V-320302        ,Cancelada,CAUSAF00000001313660,3.659.423,109.552,13.272,96.280,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-03-20 20:07:00,2026-03-12 21:00:00,2026-03-15 21:00:00
V-320414        ,Cancelada,CAUSAF00000001313772,3.646.163,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-20 20:07:25,2026-03-02 21:00:00,2026-03-02 21:00:00
V-320448        ,Cancelada,CAUSAF00000001313806,3.621.145,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-03-20 20:07:33,2026-02-01 21:00:00,2026-02-01 21:00:00
V-320488        ,Cancelada,CAUSAF00000001313967,55.948.936,209.752,12.649,197.103,SUGIT,VELOCIDAD,Juzgado 3,2024-03-21 20:06:45,2026-01-22 21:00:00,2026-02-08 21:00:00
V-320610        ,Cancelada,CAUSAF00000001314185,3.589.598,140.302,11.977,128.325,BAPRO,VELOCIDAD,Juzgado 1,2024-03-22 20:06:54,2026-01-16 21:00:00,2026-01-21 21:00:00
V-320635        ,Cancelada,CAUSAF00000001314210,3.764.171,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-22 20:07:13,2026-05-04 21:00:00,2026-05-04 21:00:00
V-320653        ,Cancelada,CAUSAF00000001314221,3.746.990,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 3,2024-03-23 20:05:53,2026-04-21 21:00:00,2026-04-22 21:00:00
V-320687        ,Cancelada,CAUSAF00000001314255,56.105.826,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 4,2024-03-23 20:06:04,2026-03-26 21:00:00,2026-04-13 21:00:00
V-320889        ,Cancelada,CAUSAF00000001314931,3.636.823,109.552,9352,100.200,BAPRO,VELOCIDAD,Juzgado 2,2024-03-27 20:06:16,2026-02-19 21:00:00,2026-02-25 21:00:00
V-320929        ,Cancelada,CAUSAF00000001314971,3.600.707,148.174,12.649,135.525,BAPRO,VELOCIDAD,Juzgado 1,2024-03-27 20:06:26,2026-01-22 21:00:00,2026-01-28 21:00:00
V-320940        ,Cancelada,CAUSAF00000001314982,3.638.139,283.699,12.649,271.050,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-03-27 20:06:28,2026-02-22 21:00:00,2026-02-23 21:00:00
V-320991        ,Cancelada,CAUSAF00000001315033,3.629.979,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 5,2024-03-27 20:06:48,2026-02-10 21:00:00,2026-02-11 21:00:00
V-321013        ,Cancelada,CAUSAF00000001315055,3.639.899,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-03-27 20:06:54,2026-02-24 21:00:00,2026-02-24 21:00:00
V-321053        ,Cancelada,CAUSAF00000001315082,3.737.952,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-03-28 20:06:02,2026-05-06 21:00:00,2026-05-06 21:00:00
V-321107        ,Cancelada,CAUSAF00000001315136,3.736.829,155.472,13.272,142.200,MERCADOPAGO,VELOCIDAD,Juzgado 2,2024-03-28 20:06:15,2026-04-14 21:00:00,2026-04-15 21:00:00
V-321134        ,Cancelada,CAUSAF00000001315163,56.031.922,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 1,2024-03-28 20:06:26,2026-02-19 21:00:00,2026-03-12 21:00:00
V-321136        ,Cancelada,CAUSAF00000001315165,56.058.873,283.699,13.272,270.427,SUGIT,VELOCIDAD,Juzgado 4,2024-03-28 20:06:27,2026-03-02 21:00:00,2026-04-13 21:00:00
V-321258        ,Cancelada,CAUSAF00000001315775,3.648.488,100.860,8610,92.250,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 3,2024-04-04 20:06:10,2026-03-03 21:00:00,2026-03-03 21:00:00
V-321335        ,Cancelada,CAUSAF00000001315852,55.970.954,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 3,2024-04-04 20:06:32,2026-02-01 21:00:00,2026-03-12 21:00:00
V-321433        ,Cancelada,CAUSAF00000001316034,3.598.193,2.876.752,9352,2.867.400,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-04-05 20:06:21,2026-01-20 21:00:00,2026-01-20 21:00:00
V-321444        ,Cancelada,CAUSAF00000001316045,3.753.779,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-04-05 20:06:24,2026-04-28 21:00:00,2026-04-28 21:00:00
V-321541        ,Cancelada,CAUSAF00000001316126,56.048.993,209.752,13.272,196.480,SUGIT,VELOCIDAD,Juzgado 2,2024-04-06 20:05:40,2026-03-03 21:00:00,2026-04-13 21:00:00
V-321583        ,Cancelada,CAUSAF00000001316416,3.762.924,109.552,15.505,94.047,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-04-08 20:05:51,2026-05-03 21:00:00,2026-05-04 21:00:00
V-321587        ,Cancelada,CAUSAF00000001316420,3.712.808,535.222,13.272,521.950,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 2,2024-04-08 20:05:52,2026-03-29 21:00:00,2026-03-29 21:00:00
V-321622        ,Cancelada,CAUSAF00000001316455,3.621.140,148.174,12.649,135.525,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-04-08 20:06:01,2026-02-01 21:00:00,2026-02-02 21:00:00
V-321625        ,Cancelada,CAUSAF00000001316458,3.636.678,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 1,2024-04-08 20:06:01,2026-02-19 21:00:00,2026-02-19 21:00:00
V-321639        ,Cancelada,CAUSAF00000001316472,3.665.529,155.472,13.272,142.200,RAPIPAGO,VELOCIDAD,Juzgado 5,2024-04-08 20:06:04,2026-03-24 21:00:00,2026-03-31 21:00:00
V-321643        ,Cancelada,CAUSAF00000001316476,3.749.268,297.672,15.505,282.167,MERCADOPAGO,VELOCIDAD,Juzgado 4,2024-04-08 20:06:05,2026-04-29 21:00:00,2026-05-03 21:00:00
V-321752        ,Cancelada,CAUSAF00000001316585,3.615.787,148.174,12.649,135.525,PAGO FÁCIL,VELOCIDAD,Juzgado 2,2024-04-08 20:06:31,2026-01-27 21:00:00,2026-02-02 21:00:00
V-321866        ,Cancelada,CAUSAF00000001316840,3.746.827,155.472,13.272,142.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-04-09 20:05:48,2026-04-21 21:00:00,2026-04-21 21:00:00
V-321877        ,Cancelada,CAUSAF00000001316851,3.632.228,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-04-09 20:05:51,2026-02-12 21:00:00,2026-02-12 21:00:00
V-321896        ,Cancelada,CAUSAF00000001316870,3.624.805,109.552,12.649,96.903,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-04-09 20:05:55,2026-02-04 21:00:00,2026-02-05 21:00:00
V-321914        ,Cancelada,CAUSAF00000001316888,3.731.289,155.472,13.272,142.200,BAPRO,VELOCIDAD,Juzgado 4,2024-04-09 20:05:59,2026-04-06 21:00:00,2026-04-12 21:00:00
V-321966        ,Cancelada,CAUSAF00000001316940,3.586.165,100.860,8610,92.250,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-04-09 20:06:16,2026-01-04 21:00:00,2026-01-04 21:00:00
V-322031        ,Cancelada,CAUSAF00000001317005,3.649.471,109.552,9352,100.200,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 5,2024-04-09 20:06:32,2026-03-04 21:00:00,2026-03-04 21:00:00
V-322149        ,Cancelada,CAUSAF00000001317194,3.730.050,100.860,13.272,87.588,MERCADOPAGO,VELOCIDAD,Juzgado 1,2024-04-10 20:05:04,2026-03-31 21:00:00,2026-04-05 21:00:00
V-322164        ,Cancelada,CAUSAF00000001317209,3.614.928,148.174,12.649,135.525,CAJA DE TESORERÍA,VELOCIDAD,Juzgado 4,2024-04-10 20:05:13,2026-01-26 21:00:00,2026-01-26 21:00:00
V-322174        ,Cancelada,CAUSAF00000001317219,55.904.342,209.752,12.649,197.103,SUGIT,VELOCIDAD,Juzgado 1,2024-04-10 20:05:21,2026-01-14 21:00:00,2026-02-08 21:00:00
